attendance_id,enrollment_id,class_date,status
ATT007344,ENR00612,2024-04-08,Present
ATT007345,ENR00613,2024-01-22,Present
ATT007346,ENR00613,2024-01-29,Present
ATT007347,ENR00613,2024-02-05,Present
ATT007348,ENR00613,2024-02-12,Present
ATT007349,ENR00613,2024-02-19,Absent
ATT007350,ENR00613,2024-02-26,Present
ATT007351,ENR00613,2024-03-04,Present
ATT007352,ENR00613,2024-03-11,Present
ATT007353,ENR00613,2024-03-18,Present
ATT007354,ENR00613,2024-03-25,Present
ATT007355,ENR00613,2024-04-01,Present
ATT007356,ENR00613,2024-04-08,Present
ATT007357,ENR00614,2024-01-22,Late
ATT007358,ENR00614,2024-01-29,Present
ATT007359,ENR00614,2024-02-05,Present
ATT007360,ENR00614,2024-02-12,Absent
ATT007361,ENR00614,2024-02-19,Present
ATT007362,ENR00614,2024-02-26,Absent
ATT007363,ENR00614,2024-03-04,Absent
ATT007364,ENR00614,2024-03-11,Present
ATT007365,ENR00614,2024-03-18,Present
ATT007366,ENR00614,2024-03-25,Absent
ATT007367,ENR00614,2024-04-01,Present
ATT007368,ENR00614,2024-04-08,Present
ATT007369,ENR00615,2024-01-22,Present
ATT007370,ENR00615,2024-01-29,Late
ATT007371,ENR00615,2024-02-05,Present
ATT007372,ENR00615,2024-02-12,Present
ATT007373,ENR00615,2024-02-19,Present
ATT007374,ENR00615,2024-02-26,Absent
ATT007375,ENR00615,2024-03-04,Present
ATT007376,ENR00615,2024-03-11,Present
ATT007377,ENR00615,2024-03-18,Present
ATT007378,ENR00615,2024-03-25,Absent
ATT007379,ENR00615,2024-04-01,Present
ATT007380,ENR00615,2024-04-08,Present
ATT007381,ENR00616,2024-01-22,Present
ATT007382,ENR00616,2024-01-29,Present
ATT007383,ENR00616,2024-02-05,Present
ATT007384,ENR00616,2024-02-12,Present
ATT007385,ENR00616,2024-02-19,Present
ATT007386,ENR00616,2024-02-26,Present
ATT007387,ENR00616,2024-03-04,Present
ATT007388,ENR00616,2024-03-11,Present
ATT007389,ENR00616,2024-03-18,Present
ATT007390,ENR00616,2024-03-25,Present
ATT007391,ENR00616,2024-04-01,Present
ATT007392,ENR00616,2024-04-08,Present
ATT007393,ENR00617,2024-01-22,Late
ATT007394,ENR00617,2024-01-29,Present
ATT007395,ENR00617,2024-02-05,Absent
ATT007396,ENR00617,2024-02-12,Present
ATT007397,ENR00617,2024-02-19,Present
ATT007398,ENR00617,2024-02-26,Present
ATT007399,ENR00617,2024-03-04,Present
ATT007400,ENR00617,2024-03-11,Absent
ATT007401,ENR00617,2024-03-18,Present
ATT007402,ENR00617,2024-03-25,Absent
ATT007403,ENR00617,2024-04-01,Present
ATT007404,ENR00617,2024-04-08,Absent
ATT007405,ENR00618,2024-01-22,Late
ATT007406,ENR00618,2024-01-29,Present
ATT007407,ENR00618,2024-02-05,Present
ATT007408,ENR00618,2024-02-12,Absent
ATT007409,ENR00618,2024-02-19,Present
ATT007410,ENR00618,2024-02-26,Present
ATT007411,ENR00618,2024-03-04,Present
ATT007412,ENR00618,2024-03-11,Present
ATT007413,ENR00618,2024-03-18,Absent
ATT007414,ENR00618,2024-03-25,Present
ATT007415,ENR00618,2024-04-01,Absent
ATT007416,ENR00618,2024-04-08,Late
ATT007417,ENR00619,2024-01-22,Present
ATT007418,ENR00619,2024-01-29,Late
ATT007419,ENR00619,2024-02-05,Present
ATT007420,ENR00619,2024-02-12,Present
ATT007421,ENR00619,2024-02-19,Present
ATT007422,ENR00619,2024-02-26,Present
ATT007423,ENR00619,2024-03-04,Present
ATT007424,ENR00619,2024-03-11,Present
ATT007425,ENR00619,2024-03-18,Present
ATT007426,ENR00619,2024-03-25,Late
ATT007427,ENR00619,2024-04-01,Present
ATT007428,ENR00619,2024-04-08,Present
ATT007429,ENR00620,2024-01-22,Absent
ATT007430,ENR00620,2024-01-29,Absent
ATT007431,ENR00620,2024-02-05,Present
ATT007432,ENR00620,2024-02-12,Present
ATT007433,ENR00620,2024-02-19,Absent
ATT007434,ENR00620,2024-02-26,Absent
ATT007435,ENR00620,2024-03-04,Present
ATT007436,ENR00620,2024-03-11,Absent
ATT007437,ENR00620,2024-03-18,Present
ATT007438,ENR00620,2024-03-25,Present
ATT007439,ENR00620,2024-04-01,Present
ATT007440,ENR00620,2024-04-08,Present
ATT007441,ENR00621,2024-01-22,Late
ATT007442,ENR00621,2024-01-29,Absent
ATT007443,ENR00621,2024-02-05,Present
ATT007444,ENR00621,2024-02-12,Present
ATT007445,ENR00621,2024-02-19,Present
ATT007446,ENR00621,2024-02-26,Present
ATT007447,ENR00621,2024-03-04,Present
ATT007448,ENR00621,2024-03-11,Present
ATT007449,ENR00621,2024-03-18,Late
ATT007450,ENR00621,2024-03-25,Late
ATT007451,ENR00621,2024-04-01,Late
ATT007452,ENR00621,2024-04-08,Present
ATT007453,ENR00622,2024-01-22,Absent
ATT007454,ENR00622,2024-01-29,Absent
ATT007455,ENR00622,2024-02-05,Present
ATT007456,ENR00622,2024-02-12,Present
ATT007457,ENR00622,2024-02-19,Present
ATT007458,ENR00622,2024-02-26,Absent
ATT007459,ENR00622,2024-03-04,Present
ATT007460,ENR00622,2024-03-11,Present
ATT007461,ENR00622,2024-03-18,Present
ATT007462,ENR00622,2024-03-25,Absent
ATT007463,ENR00622,2024-04-01,Present
ATT007464,ENR00622,2024-04-08,Present
ATT007465,ENR00623,2024-01-22,Present
ATT007466,ENR00623,2024-01-29,Present
ATT007467,ENR00623,2024-02-05,Present
ATT007468,ENR00623,2024-02-12,Present
ATT007469,ENR00623,2024-02-19,Late
ATT007470,ENR00623,2024-02-26,Present
ATT007471,ENR00623,2024-03-04,Present
ATT007472,ENR00623,2024-03-11,Present
ATT007473,ENR00623,2024-03-18,Present
ATT007474,ENR00623,2024-03-25,Absent
ATT007475,ENR00623,2024-04-01,Present
ATT007476,ENR00623,2024-04-08,Late
ATT007477,ENR00624,2024-01-22,Present
ATT007478,ENR00624,2024-01-29,Present
ATT007479,ENR00624,2024-02-05,Late
ATT007480,ENR00624,2024-02-12,Present
ATT007481,ENR00624,2024-02-19,Present
ATT007482,ENR00624,2024-02-26,Present
ATT007483,ENR00624,2024-03-04,Late
ATT007484,ENR00624,2024-03-11,Present
ATT007485,ENR00624,2024-03-18,Present
ATT007486,ENR00624,2024-03-25,Present
ATT007487,ENR00624,2024-04-01,Present
ATT007488,ENR00624,2024-04-08,Present
ATT007489,ENR00625,2024-01-22,Present
ATT007490,ENR00625,2024-01-29,Present
ATT007491,ENR00625,2024-02-05,Present
ATT007492,ENR00625,2024-02-12,Present
ATT007493,ENR00625,2024-02-19,Present
ATT007494,ENR00625,2024-02-26,Present
ATT007495,ENR00625,2024-03-04,Present
ATT007496,ENR00625,2024-03-11,Present
ATT007497,ENR00625,2024-03-18,Present
ATT007498,ENR00625,2024-03-25,Present
ATT007499,ENR00625,2024-04-01,Absent
ATT007500,ENR00625,2024-04-08,Present
ATT007501,ENR00626,2024-01-22,Present
ATT007502,ENR00626,2024-01-29,Present
ATT007503,ENR00626,2024-02-05,Late
ATT007504,ENR00626,2024-02-12,Late
ATT007505,ENR00626,2024-02-19,Late
ATT007506,ENR00626,2024-02-26,Present
ATT007507,ENR00626,2024-03-04,Present
ATT007508,ENR00626,2024-03-11,Present
ATT007509,ENR00626,2024-03-18,Present
ATT007510,ENR00626,2024-03-25,Present
ATT007511,ENR00626,2024-04-01,Present
ATT007512,ENR00626,2024-04-08,Present
ATT007513,ENR00627,2024-01-22,Late
ATT007514,ENR00627,2024-01-29,Present
ATT007515,ENR00627,2024-02-05,Present
ATT007516,ENR00627,2024-02-12,Present
ATT007517,ENR00627,2024-02-19,Present
ATT007518,ENR00627,2024-02-26,Present
ATT007519,ENR00627,2024-03-04,Present
ATT007520,ENR00627,2024-03-11,Present
ATT007521,ENR00627,2024-03-18,Present
ATT007522,ENR00627,2024-03-25,Present
ATT007523,ENR00627,2024-04-01,Present
ATT007524,ENR00627,2024-04-08,Present
ATT007525,ENR00628,2024-01-22,Present
ATT007526,ENR00628,2024-01-29,Absent
ATT007527,ENR00628,2024-02-05,Present
ATT007528,ENR00628,2024-02-12,Present
ATT007529,ENR00628,2024-02-19,Present
ATT007530,ENR00628,2024-02-26,Absent
ATT007531,ENR00628,2024-03-04,Present
ATT007532,ENR00628,2024-03-11,Present
ATT007533,ENR00628,2024-03-18,Present
ATT007534,ENR00628,2024-03-25,Absent
ATT007535,ENR00628,2024-04-01,Absent
ATT007536,ENR00628,2024-04-08,Present
ATT007537,ENR00629,2024-01-22,Absent
ATT007538,ENR00629,2024-01-29,Late
ATT007539,ENR00629,2024-02-05,Present
ATT007540,ENR00629,2024-02-12,Absent
ATT007541,ENR00629,2024-02-19,Present
ATT007542,ENR00629,2024-02-26,Present
ATT007543,ENR00629,2024-03-04,Present
ATT007544,ENR00629,2024-03-11,Present
ATT007545,ENR00629,2024-03-18,Present
ATT007546,ENR00629,2024-03-25,Absent
ATT007547,ENR00629,2024-04-01,Present
ATT007548,ENR00629,2024-04-08,Present
ATT007549,ENR00630,2024-01-22,Present
ATT007550,ENR00630,2024-01-29,Present
ATT007551,ENR00630,2024-02-05,Present
ATT007552,ENR00630,2024-02-12,Late
ATT007553,ENR00630,2024-02-19,Absent
ATT007554,ENR00630,2024-02-26,Present
ATT007555,ENR00630,2024-03-04,Absent
ATT007556,ENR00630,2024-03-11,Present
ATT007557,ENR00630,2024-03-18,Present
ATT007558,ENR00630,2024-03-25,Present
ATT007559,ENR00630,2024-04-01,Present
ATT007560,ENR00630,2024-04-08,Present
ATT007561,ENR00631,2024-01-22,Absent
ATT007562,ENR00631,2024-01-29,Absent
ATT007563,ENR00631,2024-02-05,Present
ATT007564,ENR00631,2024-02-12,Late
ATT007565,ENR00631,2024-02-19,Present
ATT007566,ENR00631,2024-02-26,Present
ATT007567,ENR00631,2024-03-04,Present
ATT007568,ENR00631,2024-03-11,Present
ATT007569,ENR00631,2024-03-18,Present
ATT007570,ENR00631,2024-03-25,Present
ATT007571,ENR00631,2024-04-01,Present
ATT007572,ENR00631,2024-04-08,Present
ATT007573,ENR00632,2024-01-22,Present
ATT007574,ENR00632,2024-01-29,Present
ATT007575,ENR00632,2024-02-05,Present
ATT007576,ENR00632,2024-02-12,Present
ATT007577,ENR00632,2024-02-19,Late
ATT007578,ENR00632,2024-02-26,Absent
ATT007579,ENR00632,2024-03-04,Present
ATT007580,ENR00632,2024-03-11,Present
ATT007581,ENR00632,2024-03-18,Present
ATT007582,ENR00632,2024-03-25,Present
ATT007583,ENR00632,2024-04-01,Absent
ATT007584,ENR00632,2024-04-08,Present
ATT007585,ENR00633,2024-01-22,Present
ATT007586,ENR00633,2024-01-29,Present
ATT007587,ENR00633,2024-02-05,Absent
ATT007588,ENR00633,2024-02-12,Present
ATT007589,ENR00633,2024-02-19,Present
ATT007590,ENR00633,2024-02-26,Present
ATT007591,ENR00633,2024-03-04,Late
ATT007592,ENR00633,2024-03-11,Present
ATT007593,ENR00633,2024-03-18,Present
ATT007594,ENR00633,2024-03-25,Present
ATT007595,ENR00633,2024-04-01,Present
ATT007596,ENR00633,2024-04-08,Absent
ATT007597,ENR00634,2024-01-22,Present
ATT007598,ENR00634,2024-01-29,Present
ATT007599,ENR00634,2024-02-05,Present
ATT007600,ENR00634,2024-02-12,Present
ATT007601,ENR00634,2024-02-19,Present
ATT007602,ENR00634,2024-02-26,Absent
ATT007603,ENR00634,2024-03-04,Present
ATT007604,ENR00634,2024-03-11,Present
ATT007605,ENR00634,2024-03-18,Absent
ATT007606,ENR00634,2024-03-25,Present
ATT007607,ENR00634,2024-04-01,Present
ATT007608,ENR00634,2024-04-08,Late
ATT007609,ENR00635,2024-01-22,Present
ATT007610,ENR00635,2024-01-29,Present
ATT007611,ENR00635,2024-02-05,Present
ATT007612,ENR00635,2024-02-12,Present
ATT007613,ENR00635,2024-02-19,Present
ATT007614,ENR00635,2024-02-26,Present
ATT007615,ENR00635,2024-03-04,Present
ATT007616,ENR00635,2024-03-11,Present
ATT007617,ENR00635,2024-03-18,Absent
ATT007618,ENR00635,2024-03-25,Present
ATT007619,ENR00635,2024-04-01,Present
ATT007620,ENR00635,2024-04-08,Present
ATT007621,ENR00636,2024-01-22,Late
ATT007622,ENR00636,2024-01-29,Present
ATT007623,ENR00636,2024-02-05,Absent
ATT007624,ENR00636,2024-02-12,Present
ATT007625,ENR00636,2024-02-19,Present
ATT007626,ENR00636,2024-02-26,Present
ATT007627,ENR00636,2024-03-04,Absent
ATT007628,ENR00636,2024-03-11,Present
ATT007629,ENR00636,2024-03-18,Present
ATT007630,ENR00636,2024-03-25,Absent
ATT007631,ENR00636,2024-04-01,Present
ATT007632,ENR00636,2024-04-08,Present
ATT007633,ENR00637,2024-01-22,Absent
ATT007634,ENR00637,2024-01-29,Absent
ATT007635,ENR00637,2024-02-05,Present
ATT007636,ENR00637,2024-02-12,Present
ATT007637,ENR00637,2024-02-19,Present
ATT007638,ENR00637,2024-02-26,Present
ATT007639,ENR00637,2024-03-04,Present
ATT007640,ENR00637,2024-03-11,Absent
ATT007641,ENR00637,2024-03-18,Late
ATT007642,ENR00637,2024-03-25,Present
ATT007643,ENR00637,2024-04-01,Present
ATT007644,ENR00637,2024-04-08,Late
ATT007645,ENR00638,2024-01-22,Present
ATT007646,ENR00638,2024-01-29,Present
ATT007647,ENR00638,2024-02-05,Present
ATT007648,ENR00638,2024-02-12,Present
ATT007649,ENR00638,2024-02-19,Absent
ATT007650,ENR00638,2024-02-26,Present
ATT007651,ENR00638,2024-03-04,Absent
ATT007652,ENR00638,2024-03-11,Present
ATT007653,ENR00638,2024-03-18,Present
ATT007654,ENR00638,2024-03-25,Present
ATT007655,ENR00638,2024-04-01,Present
ATT007656,ENR00638,2024-04-08,Present
ATT007657,ENR00639,2024-01-22,Present
ATT007658,ENR00639,2024-01-29,Present
ATT007659,ENR00639,2024-02-05,Present
ATT007660,ENR00639,2024-02-12,Present
ATT007661,ENR00639,2024-02-19,Present
ATT007662,ENR00639,2024-02-26,Present
ATT007663,ENR00639,2024-03-04,Present
ATT007664,ENR00639,2024-03-11,Present
ATT007665,ENR00639,2024-03-18,Present
ATT007666,ENR00639,2024-03-25,Present
ATT007667,ENR00639,2024-04-01,Present
ATT007668,ENR00639,2024-04-08,Present
ATT007669,ENR00640,2024-01-22,Present
ATT007670,ENR00640,2024-01-29,Late
ATT007671,ENR00640,2024-02-05,Present
ATT007672,ENR00640,2024-02-12,Absent
ATT007673,ENR00640,2024-02-19,Present
ATT007674,ENR00640,2024-02-26,Present
ATT007675,ENR00640,2024-03-04,Present
ATT007676,ENR00640,2024-03-11,Present
ATT007677,ENR00640,2024-03-18,Present
ATT007678,ENR00640,2024-03-25,Absent
ATT007679,ENR00640,2024-04-01,Present
ATT007680,ENR00640,2024-04-08,Absent
ATT007681,ENR00641,2024-01-22,Absent
ATT007682,ENR00641,2024-01-29,Present
ATT007683,ENR00641,2024-02-05,Late
ATT007684,ENR00641,2024-02-12,Present
ATT007685,ENR00641,2024-02-19,Present
ATT007686,ENR00641,2024-02-26,Absent
ATT007687,ENR00641,2024-03-04,Present
ATT007688,ENR00641,2024-03-11,Present
ATT007689,ENR00641,2024-03-18,Late
ATT007690,ENR00641,2024-03-25,Present
ATT007691,ENR00641,2024-04-01,Present
ATT007692,ENR00641,2024-04-08,Present
ATT007693,ENR00642,2024-01-22,Present
ATT007694,ENR00642,2024-01-29,Absent
ATT007695,ENR00642,2024-02-05,Present
ATT007696,ENR00642,2024-02-12,Absent
ATT007697,ENR00642,2024-02-19,Present
ATT007698,ENR00642,2024-02-26,Present
ATT007699,ENR00642,2024-03-04,Late
ATT007700,ENR00642,2024-03-11,Absent
ATT007701,ENR00642,2024-03-18,Present
ATT007702,ENR00642,2024-03-25,Present
ATT007703,ENR00642,2024-04-01,Present
ATT007704,ENR00642,2024-04-08,Late
ATT007705,ENR00643,2024-01-22,Present
ATT007706,ENR00643,2024-01-29,Present
ATT007707,ENR00643,2024-02-05,Present
ATT007708,ENR00643,2024-02-12,Present
ATT007709,ENR00643,2024-02-19,Present
ATT007710,ENR00643,2024-02-26,Late
ATT007711,ENR00643,2024-03-04,Present
ATT007712,ENR00643,2024-03-11,Present
ATT007713,ENR00643,2024-03-18,Absent
ATT007714,ENR00643,2024-03-25,Present
ATT007715,ENR00643,2024-04-01,Absent
ATT007716,ENR00643,2024-04-08,Present
ATT007717,ENR00644,2024-01-22,Present
ATT007718,ENR00644,2024-01-29,Late
ATT007719,ENR00644,2024-02-05,Present
ATT007720,ENR00644,2024-02-12,Present
ATT007721,ENR00644,2024-02-19,Present
ATT007722,ENR00644,2024-02-26,Present
ATT007723,ENR00644,2024-03-04,Present
ATT007724,ENR00644,2024-03-11,Absent
ATT007725,ENR00644,2024-03-18,Present
ATT007726,ENR00644,2024-03-25,Absent
ATT007727,ENR00644,2024-04-01,Present
ATT007728,ENR00644,2024-04-08,Present
ATT007729,ENR00645,2024-01-22,Late
ATT007730,ENR00645,2024-01-29,Late
ATT007731,ENR00645,2024-02-05,Present
ATT007732,ENR00645,2024-02-12,Present
ATT007733,ENR00645,2024-02-19,Present
ATT007734,ENR00645,2024-02-26,Absent
ATT007735,ENR00645,2024-03-04,Present
ATT007736,ENR00645,2024-03-11,Present
ATT007737,ENR00645,2024-03-18,Present
ATT007738,ENR00645,2024-03-25,Late
ATT007739,ENR00645,2024-04-01,Absent
ATT007740,ENR00645,2024-04-08,Present
ATT007741,ENR00646,2024-01-22,Present
ATT007742,ENR00646,2024-01-29,Absent
ATT007743,ENR00646,2024-02-05,Present
ATT007744,ENR00646,2024-02-12,Present
ATT007745,ENR00646,2024-02-19,Present
ATT007746,ENR00646,2024-02-26,Present
ATT007747,ENR00646,2024-03-04,Late
ATT007748,ENR00646,2024-03-11,Present
ATT007749,ENR00646,2024-03-18,Present
ATT007750,ENR00646,2024-03-25,Present
ATT007751,ENR00646,2024-04-01,Absent
ATT007752,ENR00646,2024-04-08,Present
ATT007753,ENR00647,2024-01-22,Present
ATT007754,ENR00647,2024-01-29,Present
ATT007755,ENR00647,2024-02-05,Present
ATT007756,ENR00647,2024-02-12,Late
ATT007757,ENR00647,2024-02-19,Present
ATT007758,ENR00647,2024-02-26,Present
ATT007759,ENR00647,2024-03-04,Absent
ATT007760,ENR00647,2024-03-11,Present
ATT007761,ENR00647,2024-03-18,Present
ATT007762,ENR00647,2024-03-25,Present
ATT007763,ENR00647,2024-04-01,Absent
ATT007764,ENR00647,2024-04-08,Present
ATT007765,ENR00648,2024-01-22,Present
ATT007766,ENR00648,2024-01-29,Present
ATT007767,ENR00648,2024-02-05,Present
ATT007768,ENR00648,2024-02-12,Present
ATT007769,ENR00648,2024-02-19,Present
ATT007770,ENR00648,2024-02-26,Present
ATT007771,ENR00648,2024-03-04,Absent
ATT007772,ENR00648,2024-03-11,Present
ATT007773,ENR00648,2024-03-18,Present
ATT007774,ENR00648,2024-03-25,Absent
ATT007775,ENR00648,2024-04-01,Late
ATT007776,ENR00648,2024-04-08,Present
ATT007777,ENR00649,2024-01-22,Absent
ATT007778,ENR00649,2024-01-29,Late
ATT007779,ENR00649,2024-02-05,Present
ATT007780,ENR00649,2024-02-12,Absent
ATT007781,ENR00649,2024-02-19,Present
ATT007782,ENR00649,2024-02-26,Absent
ATT007783,ENR00649,2024-03-04,Present
ATT007784,ENR00649,2024-03-11,Present
ATT007785,ENR00649,2024-03-18,Present
ATT007786,ENR00649,2024-03-25,Present
ATT007787,ENR00649,2024-04-01,Present
ATT007788,ENR00649,2024-04-08,Late
ATT007789,ENR00650,2024-01-22,Absent
ATT007790,ENR00650,2024-01-29,Late
ATT007791,ENR00650,2024-02-05,Absent
ATT007792,ENR00650,2024-02-12,Present
ATT007793,ENR00650,2024-02-19,Late
ATT007794,ENR00650,2024-02-26,Present
ATT007795,ENR00650,2024-03-04,Present
ATT007796,ENR00650,2024-03-11,Present
ATT007797,ENR00650,2024-03-18,Present
ATT007798,ENR00650,2024-03-25,Present
ATT007799,ENR00650,2024-04-01,Present
ATT007800,ENR00650,2024-04-08,Absent
ATT007801,ENR00651,2024-01-22,Present
ATT007802,ENR00651,2024-01-29,Present
ATT007803,ENR00651,2024-02-05,Absent
ATT007804,ENR00651,2024-02-12,Present
ATT007805,ENR00651,2024-02-19,Present
ATT007806,ENR00651,2024-02-26,Present
ATT007807,ENR00651,2024-03-04,Present
ATT007808,ENR00651,2024-03-11,Present
ATT007809,ENR00651,2024-03-18,Present
ATT007810,ENR00651,2024-03-25,Present
ATT007811,ENR00651,2024-04-01,Present
ATT007812,ENR00651,2024-04-08,Present
ATT007813,ENR00652,2024-01-22,Present
ATT007814,ENR00652,2024-01-29,Present
ATT007815,ENR00652,2024-02-05,Present
ATT007816,ENR00652,2024-02-12,Present
ATT007817,ENR00652,2024-02-19,Present
ATT007818,ENR00652,2024-02-26,Absent
ATT007819,ENR00652,2024-03-04,Present
ATT007820,ENR00652,2024-03-11,Present
ATT007821,ENR00652,2024-03-18,Present
ATT007822,ENR00652,2024-03-25,Present
ATT007823,ENR00652,2024-04-01,Present
ATT007824,ENR00652,2024-04-08,Late
ATT007825,ENR00653,2024-01-22,Present
ATT007826,ENR00653,2024-01-29,Present
ATT007827,ENR00653,2024-02-05,Present
ATT007828,ENR00653,2024-02-12,Absent
ATT007829,ENR00653,2024-02-19,Present
ATT007830,ENR00653,2024-02-26,Present
ATT007831,ENR00653,2024-03-04,Present
ATT007832,ENR00653,2024-03-11,Present
ATT007833,ENR00653,2024-03-18,Present
ATT007834,ENR00653,2024-03-25,Present
ATT007835,ENR00653,2024-04-01,Present
ATT007836,ENR00653,2024-04-08,Late
ATT007837,ENR00654,2024-01-22,Present
ATT007838,ENR00654,2024-01-29,Present
ATT007839,ENR00654,2024-02-05,Present
ATT007840,ENR00654,2024-02-12,Present
ATT007841,ENR00654,2024-02-19,Present
ATT007842,ENR00654,2024-02-26,Present
ATT007843,ENR00654,2024-03-04,Absent
ATT007844,ENR00654,2024-03-11,Absent
ATT007845,ENR00654,2024-03-18,Present
ATT007846,ENR00654,2024-03-25,Absent
ATT007847,ENR00654,2024-04-01,Present
ATT007848,ENR00654,2024-04-08,Present
ATT007849,ENR00655,2024-01-22,Late
ATT007850,ENR00655,2024-01-29,Absent
ATT007851,ENR00655,2024-02-05,Absent
ATT007852,ENR00655,2024-02-12,Present
ATT007853,ENR00655,2024-02-19,Late
ATT007854,ENR00655,2024-02-26,Late
ATT007855,ENR00655,2024-03-04,Present
ATT007856,ENR00655,2024-03-11,Present
ATT007857,ENR00655,2024-03-18,Present
ATT007858,ENR00655,2024-03-25,Present
ATT007859,ENR00655,2024-04-01,Present
ATT007860,ENR00655,2024-04-08,Present
ATT007861,ENR00656,2024-01-22,Present
ATT007862,ENR00656,2024-01-29,Present
ATT007863,ENR00656,2024-02-05,Present
ATT007864,ENR00656,2024-02-12,Present
ATT007865,ENR00656,2024-02-19,Present
ATT007866,ENR00656,2024-02-26,Absent
ATT007867,ENR00656,2024-03-04,Absent
ATT007868,ENR00656,2024-03-11,Late
ATT007869,ENR00656,2024-03-18,Present
ATT007870,ENR00656,2024-03-25,Present
ATT007871,ENR00656,2024-04-01,Present
ATT007872,ENR00656,2024-04-08,Present
ATT007873,ENR00657,2024-01-22,Late
ATT007874,ENR00657,2024-01-29,Present
ATT007875,ENR00657,2024-02-05,Absent
ATT007876,ENR00657,2024-02-12,Present
ATT007877,ENR00657,2024-02-19,Present
ATT007878,ENR00657,2024-02-26,Late
ATT007879,ENR00657,2024-03-04,Present
ATT007880,ENR00657,2024-03-11,Absent
ATT007881,ENR00657,2024-03-18,Present
ATT007882,ENR00657,2024-03-25,Absent
ATT007883,ENR00657,2024-04-01,Present
ATT007884,ENR00657,2024-04-08,Absent
ATT007885,ENR00658,2024-01-22,Present
ATT007886,ENR00658,2024-01-29,Present
ATT007887,ENR00658,2024-02-05,Late
ATT007888,ENR00658,2024-02-12,Present
ATT007889,ENR00658,2024-02-19,Present
ATT007890,ENR00658,2024-02-26,Present
ATT007891,ENR00658,2024-03-04,Absent
ATT007892,ENR00658,2024-03-11,Present
ATT007893,ENR00658,2024-03-18,Present
ATT007894,ENR00658,2024-03-25,Present
ATT007895,ENR00658,2024-04-01,Absent
ATT007896,ENR00658,2024-04-08,Present
ATT007897,ENR00659,2024-01-22,Present
ATT007898,ENR00659,2024-01-29,Present
ATT007899,ENR00659,2024-02-05,Present
ATT007900,ENR00659,2024-02-12,Present
ATT007901,ENR00659,2024-02-19,Present
ATT007902,ENR00659,2024-02-26,Present
ATT007903,ENR00659,2024-03-04,Present
ATT007904,ENR00659,2024-03-11,Present
ATT007905,ENR00659,2024-03-18,Present
ATT007906,ENR00659,2024-03-25,Absent
ATT007907,ENR00659,2024-04-01,Present
ATT007908,ENR00659,2024-04-08,Present
ATT007909,ENR00660,2024-01-22,Present
ATT007910,ENR00660,2024-01-29,Absent
ATT007911,ENR00660,2024-02-05,Present
ATT007912,ENR00660,2024-02-12,Present
ATT007913,ENR00660,2024-02-19,Absent
ATT007914,ENR00660,2024-02-26,Present
ATT007915,ENR00660,2024-03-04,Present
ATT007916,ENR00660,2024-03-11,Present
ATT007917,ENR00660,2024-03-18,Present
ATT007918,ENR00660,2024-03-25,Present
ATT007919,ENR00660,2024-04-01,Present
ATT007920,ENR00660,2024-04-08,Late
ATT007921,ENR00661,2024-01-22,Present
ATT007922,ENR00661,2024-01-29,Present
ATT007923,ENR00661,2024-02-05,Present
ATT007924,ENR00661,2024-02-12,Absent
ATT007925,ENR00661,2024-02-19,Present
ATT007926,ENR00661,2024-02-26,Present
ATT007927,ENR00661,2024-03-04,Present
ATT007928,ENR00661,2024-03-11,Absent
ATT007929,ENR00661,2024-03-18,Present
ATT007930,ENR00661,2024-03-25,Present
ATT007931,ENR00661,2024-04-01,Present
ATT007932,ENR00661,2024-04-08,Present
ATT007933,ENR00662,2024-01-22,Present
ATT007934,ENR00662,2024-01-29,Present
ATT007935,ENR00662,2024-02-05,Present
ATT007936,ENR00662,2024-02-12,Present
ATT007937,ENR00662,2024-02-19,Present
ATT007938,ENR00662,2024-02-26,Present
ATT007939,ENR00662,2024-03-04,Present
ATT007940,ENR00662,2024-03-11,Present
ATT007941,ENR00662,2024-03-18,Present
ATT007942,ENR00662,2024-03-25,Present
ATT007943,ENR00662,2024-04-01,Late
ATT007944,ENR00662,2024-04-08,Present
ATT007945,ENR00663,2024-01-22,Present
ATT007946,ENR00663,2024-01-29,Late
ATT007947,ENR00663,2024-02-05,Present
ATT007948,ENR00663,2024-02-12,Late
ATT007949,ENR00663,2024-02-19,Present
ATT007950,ENR00663,2024-02-26,Present
ATT007951,ENR00663,2024-03-04,Present
ATT007952,ENR00663,2024-03-11,Present
ATT007953,ENR00663,2024-03-18,Late
ATT007954,ENR00663,2024-03-25,Present
ATT007955,ENR00663,2024-04-01,Present
ATT007956,ENR00663,2024-04-08,Present
ATT007957,ENR00664,2024-01-22,Present
ATT007958,ENR00664,2024-01-29,Present
ATT007959,ENR00664,2024-02-05,Late
ATT007960,ENR00664,2024-02-12,Present
ATT007961,ENR00664,2024-02-19,Present
ATT007962,ENR00664,2024-02-26,Late
ATT007963,ENR00664,2024-03-04,Present
ATT007964,ENR00664,2024-03-11,Late
ATT007965,ENR00664,2024-03-18,Present
ATT007966,ENR00664,2024-03-25,Late
ATT007967,ENR00664,2024-04-01,Present
ATT007968,ENR00664,2024-04-08,Present
ATT007969,ENR00665,2024-01-22,Absent
ATT007970,ENR00665,2024-01-29,Present
ATT007971,ENR00665,2024-02-05,Absent
ATT007972,ENR00665,2024-02-12,Present
ATT007973,ENR00665,2024-02-19,Absent
